,c_charge_degree,race,age_cat,sex,age,priors_count,juv_fel_count,juv_misd_count,score_text,two_year_recid,is_recid,training_value,decile_score
1555,M,African-American,25 - 45,Male,28,0,0,0,0,1,1,0.33419824,4
1556,F,Caucasian,Less than 25,Male,21,0,0,0,1,1,1,0.41734895,8
1558,M,African-American,25 - 45,Male,34,3,0,0,0,0,0,0.49546343,1
1559,F,African-American,25 - 45,Male,32,15,2,0,1,1,1,0.89852697,8
1560,F,African-American,25 - 45,Male,38,10,0,0,0,1,1,0.8779401,4
1561,F,African-American,Less than 25,Male,22,0,0,0,0,0,0,0.5996382,3
1562,F,Caucasian,25 - 45,Male,42,2,0,0,1,1,1,0.30643296,5
1563,M,Caucasian,Greater than 45,Female,57,0,0,0,0,0,0,0.16109261,4
1564,F,Caucasian,Greater than 45,Female,56,1,0,0,0,0,0,0.1572774,1
1566,F,African-American,25 - 45,Male,30,11,0,2,1,0,0,0.5893032,8
1567,M,African-American,25 - 45,Male,29,2,0,0,0,0,0,0.5857018,1
1568,F,African-American,Greater than 45,Male,46,15,0,0,1,1,1,0.8697599,7
1569,F,African-American,25 - 45,Male,36,5,2,0,1,0,0,0.7207992,10
1570,F,African-American,Less than 25,Female,24,0,0,0,0,0,0,0.6625401,3
1571,F,African-American,Greater than 45,Female,70,1,0,0,0,0,0,0.14351946,1
1573,M,Caucasian,Greater than 45,Female,45,1,0,0,0,0,0,0.27122593,1
1575,F,African-American,25 - 45,Female,39,6,0,1,1,0,0,0.53798336,5
1576,F,Caucasian,25 - 45,Male,25,6,0,1,0,0,0,0.85532266,4
1578,M,Caucasian,25 - 45,Female,32,1,0,0,0,1,1,0.14469184,2
1579,F,Caucasian,Greater than 45,Male,46,0,0,0,0,0,0,0.26014185,1
1580,M,Caucasian,25 - 45,Male,28,0,0,0,0,1,1,0.2927188,2
1581,M,Caucasian,25 - 45,Male,32,1,0,0,0,0,0,0.37083834,2
1582,F,African-American,25 - 45,Male,27,1,0,0,0,0,0,0.3848909,2
1583,F,Caucasian,25 - 45,Male,43,11,0,0,1,1,1,0.87271625,7
1584,F,Caucasian,Greater than 45,Male,56,5,0,0,1,1,1,0.32914016,5
1585,F,African-American,25 - 45,Male,30,9,0,0,1,1,1,0.8395998,10
1586,F,African-American,25 - 45,Male,35,12,0,4,1,0,0,0.98226625,9
1587,F,Caucasian,25 - 45,Male,29,1,0,0,0,0,0,0.32436207,3
1588,F,African-American,Greater than 45,Male,54,8,0,0,0,1,1,0.3061566,1
1589,F,Caucasian,Less than 25,Female,20,0,0,0,0,0,0,0.5616341,4
1590,F,African-American,25 - 45,Male,29,0,0,0,0,0,0,0.090284124,1
1593,M,African-American,Greater than 45,Female,46,1,0,0,1,0,0,0.12219471,5
1595,F,African-American,Less than 25,Male,24,8,0,2,1,1,1,0.8024881,9
1597,M,African-American,Greater than 45,Male,45,2,0,0,1,0,0,0.2795864,6
1598,F,African-American,25 - 45,Male,31,5,0,0,1,1,1,0.7027325,5
1599,F,Caucasian,Less than 25,Male,23,0,0,0,0,1,1,0.34481424,3
1600,F,African-American,Less than 25,Male,21,0,0,0,1,1,1,0.73100114,8
1601,M,Caucasian,Greater than 45,Male,61,0,0,0,0,0,0,0.010896396,1
1602,M,Caucasian,Greater than 45,Female,51,5,0,0,1,1,1,0.25194266,7
1604,F,Caucasian,25 - 45,Male,43,9,0,0,1,0,0,0.6868522,6
1606,F,African-American,25 - 45,Male,36,0,0,0,1,0,0,0.25030535,5
1607,F,Caucasian,Greater than 45,Male,58,3,0,0,0,1,1,0.07555841,4
1608,M,African-American,25 - 45,Male,32,1,0,0,0,0,0,0.36541405,2
1609,F,African-American,Greater than 45,Male,57,12,0,0,1,0,0,0.6471296,9
1610,F,African-American,25 - 45,Male,37,2,0,0,1,0,0,0.18629213,7
1611,F,African-American,25 - 45,Male,44,6,0,0,1,0,0,0.39631194,6
1612,F,African-American,Greater than 45,Male,51,8,0,0,0,0,0,0.51113164,2
1614,M,Caucasian,25 - 45,Male,28,9,0,0,1,0,0,0.7838182,8
1615,F,African-American,Greater than 45,Male,45,8,0,0,1,1,1,0.34550965,7
1617,F,African-American,25 - 45,Male,26,13,0,1,1,1,1,0.9421517,8
1618,F,Caucasian,25 - 45,Male,34,9,1,0,1,1,1,0.87295127,6
1619,F,African-American,25 - 45,Male,25,0,0,0,0,0,0,0.45399898,3
1620,M,African-American,25 - 45,Male,31,8,0,0,1,1,1,0.60459733,7
1621,F,African-American,25 - 45,Male,43,1,0,0,0,0,0,0.46466786,1
1622,M,African-American,25 - 45,Male,30,0,0,0,0,0,0,0.30569926,1
1623,M,Caucasian,Greater than 45,Male,50,0,0,0,0,0,0,0.17352305,1
1624,F,African-American,25 - 45,Female,31,2,0,0,0,0,0,0.42011076,2
1625,M,Caucasian,25 - 45,Female,33,7,0,0,1,0,0,0.6570102,6
1626,F,African-American,25 - 45,Male,32,1,0,0,1,1,1,0.31415105,5
1627,M,Caucasian,Greater than 45,Female,46,0,0,0,0,1,1,0.12623537,1
1629,F,African-American,25 - 45,Male,37,8,0,0,1,1,1,0.7313488,5
1630,F,Caucasian,25 - 45,Female,32,6,0,0,1,1,1,0.6086358,6
1631,F,African-American,Less than 25,Female,23,2,0,0,1,1,1,0.5768397,7
1632,F,Caucasian,Less than 25,Male,21,0,0,0,1,0,0,0.5489646,5
1635,M,Caucasian,Greater than 45,Male,49,2,0,0,0,0,0,0.12938857,2
1636,F,Caucasian,Greater than 45,Male,55,3,0,0,1,1,1,0.17494765,7
1637,F,African-American,Less than 25,Male,22,0,0,0,0,0,0,0.45223275,2
1639,F,African-American,25 - 45,Female,31,7,0,0,1,1,1,0.7692658,5
1640,M,Caucasian,Less than 25,Male,22,0,0,0,0,1,1,0.30467367,2
1641,M,African-American,25 - 45,Male,28,5,0,0,1,0,0,0.7252245,6
1642,F,African-American,Less than 25,Male,21,1,0,0,1,1,1,0.64995587,5
1644,F,African-American,25 - 45,Male,30,21,0,2,1,1,1,0.9949473,7
1645,F,African-American,Less than 25,Male,22,13,0,0,1,1,1,0.9649504,10
1646,F,African-American,25 - 45,Male,35,23,0,1,1,1,1,0.9494316,9
1647,F,African-American,25 - 45,Male,28,11,2,1,1,0,0,0.9972938,10
1648,F,African-American,Less than 25,Male,24,1,0,0,0,0,0,0.511235,3
1649,F,African-American,25 - 45,Male,44,9,0,0,0,0,0,0.6107614,3
1651,F,African-American,25 - 45,Male,32,24,1,3,1,1,1,0.99455947,7
1652,F,African-American,25 - 45,Male,29,5,0,0,0,1,1,0.617355,3
1653,F,African-American,Less than 25,Female,24,1,0,0,1,0,0,0.4493877,5
1654,F,African-American,Greater than 45,Male,57,19,0,0,0,0,0,0.9092731,3
1656,F,Caucasian,25 - 45,Male,28,0,0,0,0,0,0,0.3620676,2
1657,M,Caucasian,Greater than 45,Male,51,0,0,0,0,0,0,0.19949016,1
1658,F,African-American,25 - 45,Male,34,6,0,0,1,1,1,0.7123733,9
1659,M,African-American,25 - 45,Male,26,0,0,0,0,1,1,0.39212656,2
1660,F,African-American,Less than 25,Male,20,0,0,0,1,1,1,0.65685797,6
1661,M,African-American,25 - 45,Male,25,6,0,1,1,0,0,0.9327547,7
1662,M,Caucasian,Less than 25,Male,19,0,0,0,1,1,1,0.61166155,6
1663,F,Caucasian,Greater than 45,Male,49,1,0,0,0,1,1,0.080353945,1
1664,M,African-American,Greater than 45,Male,57,27,0,0,1,0,0,0.95148516,10
1665,M,African-American,25 - 45,Female,27,0,0,0,0,0,0,0.21543427,2
1666,M,Caucasian,Greater than 45,Male,66,1,0,0,0,0,0,0.12892736,1
1667,M,African-American,25 - 45,Female,25,4,0,0,1,1,1,0.7976546,7
1668,F,Caucasian,Less than 25,Male,21,0,0,0,0,0,0,0.46785143,3
1669,F,Caucasian,Greater than 45,Male,45,1,0,0,0,0,0,0.04674973,2
1670,F,African-American,25 - 45,Male,38,6,0,0,1,1,1,0.59707123,6
1671,F,African-American,25 - 45,Male,37,24,2,3,1,0,0,0.99624926,8
1672,F,Caucasian,25 - 45,Male,44,13,0,0,1,1,1,0.8207384,9
1673,F,African-American,Greater than 45,Male,64,0,0,0,0,0,0,0.061456963,4
1674,F,African-American,25 - 45,Male,30,1,0,0,1,1,1,0.31298235,6
1675,M,African-American,Greater than 45,Male,61,1,0,0,0,0,0,0.24338995,1
1676,F,Caucasian,25 - 45,Male,33,0,0,0,0,0,0,0.19521748,3
1677,F,Caucasian,Greater than 45,Female,49,8,0,0,0,0,0,0.576808,2
1678,F,African-American,Less than 25,Male,23,0,0,0,1,0,0,0.4181487,7
1679,F,African-American,25 - 45,Male,33,14,0,0,1,0,0,0.97208303,8
1680,F,Caucasian,Less than 25,Male,21,0,0,0,1,1,1,0.3705955,9
1681,F,Caucasian,25 - 45,Female,30,2,0,0,1,1,1,0.4443812,10
1684,M,African-American,25 - 45,Male,27,2,0,0,1,0,1,0.54337436,9
1685,M,Caucasian,25 - 45,Male,38,1,0,0,1,0,0,0.2531125,6
1686,F,African-American,Greater than 45,Male,48,14,0,0,1,1,1,0.84981537,9
1687,M,Caucasian,25 - 45,Male,26,0,0,0,0,0,0,0.33570668,2
1688,F,African-American,Less than 25,Male,24,4,0,1,1,1,1,0.8074581,8
1689,F,African-American,25 - 45,Female,28,2,0,0,1,1,1,0.6406263,5
1690,F,Caucasian,25 - 45,Female,44,4,0,0,1,1,1,0.48109525,6
1691,F,Caucasian,Less than 25,Male,23,2,0,0,1,0,1,0.79292417,7
1692,F,Caucasian,25 - 45,Female,34,1,0,0,1,1,1,0.3223583,6
1693,F,Caucasian,Less than 25,Male,20,1,0,1,1,1,1,0.74351394,5
1695,M,African-American,25 - 45,Female,36,0,0,0,0,0,0,0.4316755,1
1696,F,Caucasian,Greater than 45,Male,58,1,0,0,0,0,0,0.18437898,1
1697,F,African-American,25 - 45,Male,25,7,0,0,1,1,1,0.84951687,7
1698,M,Caucasian,Greater than 45,Male,46,5,0,0,0,0,0,0.38165995,3
1699,F,Caucasian,25 - 45,Female,35,4,0,0,0,0,0,0.42474422,3
1700,F,African-American,Less than 25,Male,23,3,0,0,1,0,0,0.80052656,7
1701,F,Caucasian,25 - 45,Male,40,1,0,0,0,0,0,0.31048906,1
1704,M,African-American,Less than 25,Male,23,3,0,0,1,1,1,0.7746926,6
1705,M,Caucasian,25 - 45,Male,27,0,0,0,0,1,1,0.34312946,3
1706,F,African-American,25 - 45,Female,26,3,0,0,1,0,0,0.61220163,5
1707,F,African-American,Greater than 45,Male,49,1,0,0,0,0,0,0.20714736,1
1710,F,African-American,Greater than 45,Male,47,6,0,0,0,0,0,0.37014413,2
1711,F,African-American,25 - 45,Male,34,7,0,0,1,1,1,0.9639438,6
1713,F,African-American,25 - 45,Male,27,10,0,0,1,0,0,0.958433,9
1714,M,Caucasian,Greater than 45,Female,52,0,0,0,0,0,0,0.11815286,1
1715,M,African-American,25 - 45,Male,26,0,0,0,0,1,1,0.1936943,3
1716,F,African-American,25 - 45,Male,25,9,0,0,1,0,0,0.7918306,7
1717,F,African-American,Greater than 45,Male,51,1,0,0,0,0,0,0.12810151,2
1718,M,African-American,25 - 45,Female,29,1,0,0,0,0,1,0.36317948,2
1719,F,African-American,25 - 45,Male,39,1,0,0,0,0,0,0.23593916,3
1720,F,Caucasian,Greater than 45,Male,46,0,0,0,0,0,0,0.16019033,1
1721,F,Caucasian,25 - 45,Male,28,6,0,0,0,0,0,0.71861434,4
1722,F,African-American,Greater than 45,Male,57,0,0,0,0,0,0,0.022419432,1
1724,F,African-American,25 - 45,Male,34,27,0,0,1,1,1,0.8020238,9
1725,F,African-American,25 - 45,Male,27,3,0,0,0,0,0,0.7658678,3
1726,M,African-American,25 - 45,Male,25,7,0,0,1,1,1,0.7208011,9
1727,F,Caucasian,25 - 45,Male,31,1,0,0,1,1,1,0.25621164,7
1728,F,African-American,25 - 45,Male,37,8,0,0,0,0,0,0.8799638,2
1729,F,African-American,Greater than 45,Male,51,0,0,0,0,1,1,0.19429556,2
1731,F,African-American,25 - 45,Male,28,8,0,1,1,0,1,0.8682215,6
1732,F,Caucasian,Greater than 45,Male,56,4,0,0,0,0,0,0.118819565,1
1733,F,African-American,Greater than 45,Male,45,15,0,0,1,1,1,0.49293342,9
1734,F,Caucasian,25 - 45,Male,26,7,0,0,1,1,1,0.80462235,6
1735,F,Caucasian,25 - 45,Male,33,7,0,0,1,1,1,0.82373965,8
1736,M,Caucasian,Less than 25,Male,23,0,0,0,0,0,0,0.46310705,4
1737,M,African-American,25 - 45,Male,31,0,0,0,0,0,0,0.20669441,2
1740,F,Caucasian,25 - 45,Male,32,0,0,0,0,0,0,0.2853613,1
1741,M,Caucasian,25 - 45,Male,30,1,0,0,0,1,1,0.43189123,3
1743,F,Caucasian,Greater than 45,Male,66,1,0,0,0,0,0,0.054840732,1
1744,F,African-American,25 - 45,Female,40,0,0,0,0,0,0,0.31045854,1
1745,M,African-American,Greater than 45,Male,59,4,0,0,0,0,0,0.19954476,2
1746,F,African-American,25 - 45,Male,25,5,0,0,1,0,0,0.8115777,7
1747,M,African-American,25 - 45,Male,27,3,0,0,1,0,0,0.6572811,7
1748,F,African-American,Less than 25,Male,22,0,0,0,0,0,0,0.52158606,3
1749,F,Caucasian,Greater than 45,Male,58,1,0,0,0,0,0,0.010967694,1
1750,M,African-American,Greater than 45,Male,49,1,0,0,0,0,0,0.13967319,1
1751,F,Caucasian,25 - 45,Male,29,2,0,0,0,0,0,0.41143304,3
1752,F,Caucasian,25 - 45,Female,44,11,0,0,1,1,1,0.8141189,7
1753,F,African-American,Less than 25,Male,24,2,0,0,0,0,0,0.70888275,4
1754,F,African-American,25 - 45,Male,27,0,0,0,1,1,1,0.39451295,8
1755,F,African-American,25 - 45,Female,34,5,0,0,1,1,1,0.39872584,5
1756,F,Caucasian,Less than 25,Male,24,0,0,0,1,0,0,0.25773442,5
1757,F,Caucasian,25 - 45,Female,35,3,0,1,0,0,0,0.40273246,4
1758,M,Caucasian,Greater than 45,Male,65,4,0,0,0,0,0,0.1199082,3
1759,F,African-American,25 - 45,Male,29,7,0,2,1,1,1,0.9638246,8
1760,F,African-American,25 - 45,Male,30,5,1,0,1,1,1,0.58077,9
1761,F,African-American,Less than 25,Male,23,1,0,1,0,0,1,0.7097786,2
1762,F,Caucasian,25 - 45,Male,32,2,0,0,0,1,1,0.40298715,4
1763,F,Caucasian,Less than 25,Male,22,2,0,0,1,0,0,0.64432406,5
1764,M,African-American,Less than 25,Male,21,0,0,0,0,0,0,0.5650851,3
1765,M,Caucasian,25 - 45,Female,43,0,0,0,0,0,0,0.12311854,2
1766,F,African-American,25 - 45,Male,29,0,0,0,1,0,0,0.23861375,8
1767,F,African-American,25 - 45,Male,43,1,0,0,0,0,0,0.25825837,3
1768,F,African-American,25 - 45,Male,25,1,0,0,0,0,0,0.48305136,2
1769,M,Caucasian,Greater than 45,Male,47,0,0,0,0,0,0,0.19282871,1
1770,F,African-American,Less than 25,Female,21,0,0,0,1,0,0,0.46838883,5
1771,M,African-American,25 - 45,Female,25,1,0,0,1,0,0,0.57075,6
1772,M,Caucasian,Greater than 45,Male,54,0,0,0,0,0,0,0.12671164,1
1773,F,African-American,25 - 45,Male,34,3,0,0,0,1,1,0.3663858,1
1774,M,African-American,25 - 45,Female,28,2,0,0,0,0,0,0.54365635,2
1775,F,Caucasian,Greater than 45,Female,53,4,0,0,0,1,1,0.10272227,1
1776,M,African-American,Greater than 45,Male,54,0,0,0,0,0,0,0.22255544,1
1778,F,African-American,25 - 45,Male,34,2,0,0,0,0,0,0.45758733,4
1780,F,Caucasian,Greater than 45,Female,60,0,0,0,0,1,1,0.038516596,1
1781,F,African-American,Less than 25,Male,22,0,0,0,0,0,0,0.42009562,4
1782,F,African-American,Greater than 45,Male,51,3,0,0,1,0,0,0.24882168,7
1783,F,African-American,25 - 45,Male,29,0,0,0,0,1,1,0.36487898,2
1784,F,African-American,25 - 45,Female,28,1,0,0,1,0,0,0.30869466,5
1785,F,Caucasian,25 - 45,Male,36,6,0,0,1,0,0,0.35151136,7
1786,M,African-American,25 - 45,Male,28,5,0,0,1,0,0,0.7120148,6
1787,F,Caucasian,25 - 45,Male,33,0,0,0,0,1,1,0.17877145,1
1788,M,Caucasian,25 - 45,Male,43,4,0,0,0,0,0,0.36484244,2
1790,F,Caucasian,25 - 45,Male,32,5,0,0,1,1,1,0.6979912,5
1791,F,African-American,25 - 45,Female,35,0,0,0,0,1,1,0.2477564,3
1792,F,African-American,Less than 25,Male,23,1,0,0,0,1,1,0.63844925,4
1796,F,African-American,25 - 45,Male,25,4,0,0,1,1,1,0.7985804,6
1797,F,Caucasian,Greater than 45,Male,69,6,0,0,0,1,1,0.20704834,2
1799,F,African-American,Less than 25,Male,21,3,0,0,1,1,1,0.7083135,6
1801,F,African-American,Greater than 45,Male,47,23,0,0,1,1,1,0.89703304,7
1803,F,African-American,25 - 45,Male,29,13,0,1,1,1,1,0.91955334,10
1804,F,Caucasian,25 - 45,Male,36,14,0,0,0,1,1,0.86660695,4
1805,F,African-American,25 - 45,Male,26,9,0,0,1,1,1,0.95365405,8
1807,F,African-American,25 - 45,Male,32,8,0,0,0,1,1,0.82650226,3
1808,F,Caucasian,25 - 45,Female,27,3,0,0,1,1,1,0.6180754,7
1809,F,Caucasian,25 - 45,Male,28,0,0,0,1,0,0,0.30744243,7
1810,M,Caucasian,Greater than 45,Male,48,1,0,0,0,1,1,0.22233856,1
1811,F,Caucasian,Less than 25,Male,23,2,0,0,1,1,1,0.5499734,7
1812,M,Caucasian,25 - 45,Male,44,0,0,0,0,0,0,0.29498342,1
1813,M,African-American,25 - 45,Male,42,7,0,0,1,0,0,0.5110753,5
1814,F,African-American,25 - 45,Male,39,5,0,0,1,0,0,0.5282197,7
1816,M,Caucasian,Greater than 45,Male,55,0,0,0,1,0,0,0.060028218,5
1817,F,African-American,25 - 45,Male,27,5,0,0,1,1,1,0.9418497,9
1818,M,Caucasian,25 - 45,Female,31,0,0,0,1,0,0,0.29406747,9
1819,F,African-American,25 - 45,Male,25,0,0,0,0,0,0,0.35991493,2
1820,M,Caucasian,25 - 45,Male,32,6,0,0,1,0,0,0.6123055,7
1821,F,African-American,25 - 45,Male,36,2,0,0,1,0,0,0.40540776,5
1822,F,African-American,Less than 25,Male,21,3,0,0,1,1,1,0.73607796,7
1823,M,Caucasian,25 - 45,Male,39,2,0,0,0,0,0,0.3515152,4
1824,M,African-American,25 - 45,Female,26,0,0,0,0,0,0,0.36309385,2
1825,F,African-American,25 - 45,Male,28,8,0,0,1,1,1,0.66430813,8
1826,M,Caucasian,Greater than 45,Male,67,2,0,0,0,1,1,0.11119327,1
1828,M,Caucasian,25 - 45,Male,37,3,0,0,0,0,0,0.3087556,1
1829,M,African-American,Less than 25,Male,23,2,0,0,1,1,1,0.8019142,8
1830,M,African-American,Greater than 45,Female,49,14,0,0,1,1,1,0.8569702,7
1831,M,Caucasian,25 - 45,Male,32,9,0,0,1,1,1,0.98592967,7
1832,M,Caucasian,25 - 45,Male,41,9,0,0,1,0,0,0.6567408,6
1833,M,African-American,25 - 45,Male,25,1,0,0,0,0,0,0.4693875,3
1834,F,Caucasian,Greater than 45,Female,57,3,0,0,0,0,0,0.21974792,1
1835,M,Caucasian,Greater than 45,Male,58,0,0,0,0,0,0,0.18968663,1
1836,M,African-American,25 - 45,Male,44,19,2,0,1,1,1,0.9635515,9
1837,F,African-American,25 - 45,Male,28,1,0,0,0,0,1,0.41602522,4
1838,F,African-American,25 - 45,Female,39,0,0,0,1,1,1,0.21456005,5
1839,F,Caucasian,Greater than 45,Male,54,0,0,0,0,0,0,0.12376657,1
1841,M,Caucasian,25 - 45,Male,43,0,0,0,0,0,0,0.08618587,4
1842,M,African-American,25 - 45,Male,31,5,0,0,1,0,0,0.6998343,10
1843,F,African-American,25 - 45,Male,30,11,4,1,1,0,0,0.92809457,10
1844,M,Caucasian,25 - 45,Male,27,4,0,1,0,1,1,0.7415771,4
1845,M,African-American,25 - 45,Male,28,0,0,0,0,1,1,0.30869585,2
1846,M,African-American,Less than 25,Male,24,0,0,0,1,0,0,0.42817134,7
1847,M,Caucasian,25 - 45,Male,43,0,0,0,0,0,0,0.1499144,1
1848,M,African-American,25 - 45,Male,44,10,0,0,0,1,1,0.7340529,4
1849,F,African-American,Greater than 45,Male,51,4,0,0,1,0,0,0.17911437,7
1851,F,African-American,25 - 45,Male,31,1,0,0,0,0,1,0.30030927,3
1852,F,African-American,Less than 25,Male,23,0,0,0,0,0,0,0.51523554,3
1853,M,African-American,25 - 45,Male,26,8,2,1,1,1,1,0.9317787,10
1854,M,Caucasian,25 - 45,Male,36,5,0,0,0,1,1,0.53299993,3
1855,F,Caucasian,25 - 45,Male,27,1,0,0,1,0,0,0.41942453,9
1856,F,African-American,Less than 25,Male,24,0,0,0,1,1,1,0.57517904,10
1857,M,Caucasian,Greater than 45,Male,66,0,0,0,0,0,0,0.014765854,1
1858,F,Caucasian,25 - 45,Female,36,3,0,0,0,0,0,0.123834,4
1860,F,Caucasian,Less than 25,Male,23,1,0,0,0,1,1,0.6262982,3
1861,M,African-American,Less than 25,Female,22,0,0,0,1,1,1,0.4293661,7
1863,F,African-American,Greater than 45,Male,56,4,0,0,0,0,0,0.3076108,1
1865,F,Caucasian,25 - 45,Male,29,10,0,0,1,1,1,0.6825997,6
1867,M,African-American,Greater than 45,Female,58,3,0,0,0,0,0,0.20507042,1
1868,M,Caucasian,Less than 25,Male,24,3,0,1,1,0,0,0.88185036,5
1869,F,African-American,Less than 25,Male,22,0,0,0,0,1,1,0.6092066,3
1870,M,Caucasian,25 - 45,Male,39,0,0,0,0,0,0,0.28850994,1
1872,F,Caucasian,Greater than 45,Male,46,10,0,0,1,1,1,0.41681272,7
1873,F,Caucasian,25 - 45,Male,38,1,0,0,0,1,1,0.29473922,1
1874,M,Caucasian,Less than 25,Male,23,0,0,0,1,1,1,0.33912465,8
1876,F,African-American,25 - 45,Male,25,0,0,0,1,0,0,0.42503363,8
1877,F,African-American,25 - 45,Male,31,19,0,0,1,1,1,0.9892464,9
1878,M,African-American,25 - 45,Female,25,1,0,0,0,1,1,0.38697127,3
1879,F,African-American,25 - 45,Male,26,6,0,0,1,0,0,0.8280094,6
1880,F,African-American,25 - 45,Male,25,2,0,0,1,0,0,0.686045,9
1881,F,Caucasian,25 - 45,Male,37,11,0,0,1,1,1,0.75955325,8
1882,F,African-American,25 - 45,Male,36,0,0,0,0,0,0,0.21873787,1
1883,F,African-American,25 - 45,Male,26,1,0,0,1,1,1,0.3599301,6
1885,F,African-American,25 - 45,Male,35,7,0,0,0,1,1,0.6306349,4
1886,F,African-American,Less than 25,Male,22,2,0,0,0,1,1,0.63364255,4
1887,F,Caucasian,25 - 45,Male,25,0,0,0,0,0,0,0.31901523,2
1888,M,Caucasian,Less than 25,Male,24,0,0,0,1,0,0,0.6086077,7
1890,M,African-American,Less than 25,Male,24,2,0,0,1,1,1,0.6614748,7
1891,F,African-American,Less than 25,Male,21,0,0,0,1,1,1,0.4262738,9
1892,F,Caucasian,25 - 45,Male,32,15,2,0,1,1,1,0.90502566,9
1893,M,African-American,25 - 45,Male,33,2,0,0,0,1,1,0.29952422,2
1894,F,African-American,25 - 45,Male,33,10,0,0,1,1,1,0.92292213,9
1895,M,African-American,Less than 25,Female,23,4,0,0,1,1,1,0.6774686,8
1896,M,Caucasian,25 - 45,Male,29,0,0,0,0,0,0,0.33709383,3
1897,F,Caucasian,Greater than 45,Male,50,8,0,0,0,0,0,0.44807857,3
1898,F,Caucasian,25 - 45,Male,32,5,0,0,1,1,1,0.5630008,5
1899,F,African-American,25 - 45,Male,33,14,0,0,1,1,1,0.9667457,8
1900,F,African-American,25 - 45,Male,37,13,0,1,1,1,1,0.7693432,8
1901,F,African-American,25 - 45,Male,27,9,0,0,1,1,1,0.8974917,7
1902,M,African-American,25 - 45,Male,27,0,0,0,0,0,0,0.37051085,1
1903,F,African-American,Greater than 45,Female,52,21,0,0,1,1,1,0.951143,7
1905,F,African-American,Greater than 45,Male,58,1,0,0,0,0,0,0.038180325,1
1906,F,African-American,25 - 45,Male,27,4,0,0,1,0,0,0.5274802,8
1907,F,African-American,25 - 45,Male,28,5,0,0,0,1,1,0.6007477,4
1908,F,Caucasian,25 - 45,Male,28,1,0,0,1,1,1,0.33569846,7
1909,M,Caucasian,25 - 45,Female,31,0,0,0,0,0,0,0.3100382,3
1910,F,Caucasian,25 - 45,Male,30,11,0,1,1,1,1,0.954735,9
1911,M,African-American,Less than 25,Male,24,3,0,0,1,0,0,0.79152393,7
1912,F,African-American,25 - 45,Male,26,6,0,0,1,1,1,0.885305,9
1913,M,Caucasian,25 - 45,Male,43,0,0,0,0,0,0,0.070751466,1
1914,F,African-American,25 - 45,Male,31,2,0,0,0,1,1,0.45497042,1
1915,F,African-American,Less than 25,Male,22,3,0,0,1,1,1,0.8556383,6
1916,F,African-American,Less than 25,Male,23,0,0,0,1,0,0,0.66799664,5
1917,M,Caucasian,25 - 45,Male,42,0,0,0,0,0,0,0.11040271,4
1918,M,African-American,25 - 45,Male,34,0,0,0,0,1,1,0.24513566,2
1919,M,African-American,25 - 45,Male,30,18,0,3,1,0,0,0.9993075,10
1920,F,African-American,25 - 45,Male,29,1,0,0,1,0,0,0.37880173,9
1921,F,Caucasian,25 - 45,Male,38,2,0,0,0,1,1,0.31385422,4
1922,M,Caucasian,25 - 45,Male,26,3,0,0,0,0,1,0.48887226,4
1924,M,African-American,Greater than 45,Male,51,5,0,0,1,0,0,0.23689379,7
1927,F,African-American,Less than 25,Male,23,0,0,0,0,1,1,0.44244277,3
1928,F,African-American,25 - 45,Male,34,7,0,0,1,1,1,0.6502257,5
1929,M,African-American,25 - 45,Male,35,1,0,0,0,0,0,0.3392768,2
1930,F,Caucasian,Less than 25,Male,22,0,0,0,0,0,0,0.54905194,3
1931,M,African-American,25 - 45,Male,29,10,0,0,1,1,1,0.9408351,10
1932,F,African-American,25 - 45,Male,40,0,0,0,0,0,0,0.39366925,2
1933,F,African-American,25 - 45,Male,36,2,0,0,0,0,0,0.27606982,2
1934,F,African-American,25 - 45,Male,26,8,0,0,1,1,1,0.8999575,8
1935,F,African-American,25 - 45,Male,25,1,0,0,0,1,1,0.6055241,3
1936,M,Caucasian,Greater than 45,Male,69,0,0,0,0,0,0,0.13925533,1
1937,F,African-American,25 - 45,Male,27,1,0,1,0,0,0,0.4341311,4
1938,F,Caucasian,Less than 25,Male,20,0,0,0,1,1,1,0.41498306,5
1939,F,African-American,25 - 45,Male,27,1,0,0,0,0,0,0.49625158,1
1940,M,African-American,Less than 25,Female,24,6,0,0,1,0,0,0.80314964,6
1941,F,Caucasian,25 - 45,Male,42,0,0,0,0,0,0,0.4760007,1
1942,F,Caucasian,25 - 45,Male,25,1,0,0,0,0,0,0.4307706,3
1943,F,Caucasian,Greater than 45,Male,46,1,0,0,0,1,1,0.31612742,1
1944,F,African-American,25 - 45,Male,25,0,0,0,0,0,0,0.3725527,4
1945,F,African-American,Less than 25,Male,22,0,0,0,0,0,0,0.54606485,3
1946,F,Caucasian,Less than 25,Male,21,0,0,0,0,0,0,0.5310659,4
1947,M,African-American,25 - 45,Male,30,1,0,0,0,0,0,0.41042566,2
1948,M,Caucasian,Greater than 45,Male,46,9,0,0,1,0,0,0.62693316,5
1949,M,African-American,25 - 45,Male,26,2,0,0,1,0,0,0.65434873,7
1950,F,African-American,25 - 45,Male,33,0,0,0,1,1,1,0.2736286,5
1951,M,African-American,25 - 45,Male,40,1,0,0,0,0,0,0.26898852,1
1952,F,Caucasian,25 - 45,Male,34,0,0,0,0,0,0,0.23760769,4
